Police Force,Type of force,Tactic,White,Black (or Black British),Asian (or Asian British),Chinese,Mixed,Other,Don't know,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
Thames Valley,Other equipment,Spit and bite guard,219.0,35.0,9.0,0.0,14.0,4.0,2.0,0.0,283.0,Other equipment,Spit and bite guard
Thames Valley,Other equipment,Shield,34.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,42.0,Other equipment,Shield
Thames Valley,Less lethal weapons,*Total Less lethal weapons,543.0,148.0,52.0,0.0,30.0,14.0,5.0,0.0,792.0,Less lethal weapons,Total: Less lethal weapons
Thames Valley,Less lethal weapons,CED,534.0,144.0,52.0,0.0,29.0,14.0,5.0,0.0,778.0,Less lethal weapons,CED
Thames Valley,Less lethal weapons,"AEP, of which",9.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,Less lethal weapons,Total: AEP
Thames Valley,Less lethal weapons,AEP aimed,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,Less lethal weapons,AEP: Aimed
Thames Valley,Less lethal weapons,AEP fired,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Fired
Thames Valley,Less lethal weapons,Not stated AEP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Not stated
Thames Valley,Firearms,*Total Firearms,45.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,62.0,Firearms,Total: Firearms
Thames Valley,Other,*Total Other,547.0,98.0,54.0,1.0,35.0,10.0,51.0,0.0,796.0,Other,Total: Other
Thames Valley,Other,"Dog use, of which",64.0,10.0,8.0,0.0,4.0,0.0,2.0,0.0,88.0,Other,Total: Dog
Thames Valley,Other,Dog deployed,44.0,7.0,3.0,0.0,2.0,0.0,2.0,0.0,58.0,Other,Dog: deployed
Thames Valley,Other,Dog bite,19.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,27.0,Other,Dog: bite
Thames Valley,Other,Not stated dog,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Other,Dog: not stated
Thames Valley,Other,Other / improvised,483.0,88.0,46.0,1.0,31.0,10.0,49.0,0.0,708.0,Other,Other / improvised
Thames Valley,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Thames Valley,Tactical communication,Tactical communication,10255.0,1830.0,1160.0,15.0,547.0,191.0,68.0,0.0,14066.0,Excluded: Tactical Communication,Tactical Communication
Warwickshire,Total (excluding not reported and tactical communication),*Total Tactics,2151.0,172.0,62.0,11.0,0.0,15.0,0.0,61.0,2472.0,Total,Total: all
Warwickshire,Restraint,*Total Restraint,1198.0,106.0,36.0,5.0,0.0,8.0,0.0,24.0,1377.0,Restraint,Total: Restraint
Warwickshire,Restraint,"Handcuffing, of which",880.0,80.0,31.0,3.0,0.0,6.0,0.0,17.0,1017.0,Restraint,Total: Handcuffing
Warwickshire,Restraint,Compliant handcuffing,378.0,35.0,20.0,0.0,0.0,3.0,0.0,8.0,444.0,Restraint,Handcuffing: compliant
Warwickshire,Restraint,Non-compliant handcuffing,502.0,45.0,11.0,3.0,0.0,3.0,0.0,9.0,573.0,Restraint,Handcuffing: non-compliant
Warwickshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
Warwickshire,Restraint,Limb / Body restraints,33.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,36.0,Restraint,Limb / body restraints
Warwickshire,Restraint,Ground restraint,285.0,25.0,4.0,2.0,0.0,2.0,0.0,6.0,324.0,Restraint,Ground restraint
Warwickshire,Unarmed skills,*Total Unarmed skills,468.0,34.0,11.0,3.0,0.0,5.0,0.0,11.0,532.0,Unarmed skills,Total: unarmed skills
Warwickshire,Other equipment,*Total Other equipment,175.0,14.0,1.0,1.0,0.0,0.0,0.0,7.0,198.0,Other equipment,Total: Other equipment
Warwickshire,Other equipment,"Baton, of which",31.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,Other equipment,Total: Baton
Warwickshire,Other equipment,Baton drawn,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,Other equipment,Baton: drawn
Warwickshire,Other equipment,Baton used,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Other equipment,Baton: used
Warwickshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
Warwickshire,Other equipment,"Irritant spray, of which",103.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,114.0,Other equipment,Total: Irritant spray
Warwickshire,Other equipment,Irritant spray - drawn,43.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,Other equipment,Irritant spray: drawn
Warwickshire,Other equipment,Irritant spray - used,60.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,Other equipment,Irritant spray: used
Warwickshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
Warwickshire,Other equipment,Spit and bite guard,36.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,Other equipment,Spit and bite guard
Warwickshire,Other equipment,Shield,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,Other equipment,Shield
Warwickshire,Less lethal weapons,*Total Less lethal weapons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,Total: Less lethal weapons
Warwickshire,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,CED
Warwickshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,Total: AEP
Warwickshire,Less lethal weapons,AEP aimed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Aimed
Warwickshire,Less lethal weapons,AEP fired,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Fired
Warwickshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Warwickshire,Firearms,*Total Firearms,51.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,Firearms,Total: Firearms
Warwickshire,Other,*Total Other,258.0,11.0,13.0,2.0,0.0,2.0,0.0,18.0,304.0,Other,Total: Other
Warwickshire,Other,"Dog use, of which",26.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,37.0,Other,Total: Dog
Warwickshire,Other,Dog deployed,24.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,35.0,Other,Dog: deployed
Warwickshire,Other,Dog bite,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: bite
Warwickshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
Warwickshire,Other,Other / improvised,232.0,9.0,8.0,1.0,0.0,0.0,0.0,17.0,267.0,Other,Other / improvised
Warwickshire,Not reported,*Total Not reported,49.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,55.0,Not reported,Total: Not reported
Warwickshire,Tactical communication,Tactical communication,414.0,38.0,12.0,1.0,0.0,1.0,0.0,18.0,484.0,Excluded: Tactical Communication,Tactical Communication
West Mercia,Total (excluding not reported and tactical communication),*Total Tactics,10077.0,497.0,303.0,6.0,0.0,22.0,0.0,292.0,11197.0,Total,Total: all
West Mercia,Restraint,*Total Restraint,5460.0,264.0,153.0,2.0,0.0,10.0,0.0,76.0,5965.0,Restraint,Total: Restraint
West Mercia,Restraint,"Handcuffing, of which",3659.0,181.0,117.0,2.0,0.0,6.0,0.0,44.0,4009.0,Restraint,Total: Handcuffing
West Mercia,Restraint,Compliant handcuffing,1587.0,89.0,63.0,1.0,0.0,2.0,0.0,20.0,1762.0,Restraint,Handcuffing: compliant
West Mercia,Restraint,Non-compliant handcuffing,2072.0,92.0,54.0,1.0,0.0,4.0,0.0,24.0,2247.0,Restraint,Handcuffing: non-compliant
West Mercia,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
West Mercia,Restraint,Limb / Body restraints,217.0,10.0,4.0,0.0,0.0,1.0,0.0,2.0,234.0,Restraint,Limb / body restraints
West Mercia,Restraint,Ground restraint,1584.0,73.0,32.0,0.0,0.0,3.0,0.0,30.0,1722.0,Restraint,Ground restraint
West Mercia,Unarmed skills,*Total Unarmed skills,2420.0,107.0,73.0,1.0,0.0,9.0,0.0,41.0,2651.0,Unarmed skills,Total: unarmed skills
West Mercia,Other equipment,*Total Other equipment,661.0,42.0,21.0,1.0,0.0,1.0,0.0,21.0,747.0,Other equipment,Total: Other equipment
West Mercia,Other equipment,"Baton, of which",118.0,11.0,4.0,1.0,0.0,0.0,0.0,8.0,142.0,Other equipment,Total: Baton
West Mercia,Other equipment,Baton drawn,68.0,8.0,3.0,1.0,0.0,0.0,0.0,5.0,85.0,Other equipment,Baton: drawn
West Mercia,Other equipment,Baton used,50.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,57.0,Other equipment,Baton: used
West Mercia,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
West Mercia,Other equipment,"Irritant spray, of which",378.0,30.0,8.0,0.0,0.0,0.0,0.0,13.0,429.0,Other equipment,Total: Irritant spray
West Mercia,Other equipment,Irritant spray - drawn,177.0,8.0,6.0,0.0,0.0,0.0,0.0,7.0,198.0,Other equipment,Irritant spray: drawn
West Mercia,Other equipment,Irritant spray - used,201.0,22.0,2.0,0.0,0.0,0.0,0.0,6.0,231.0,Other equipment,Irritant spray: used
West Mercia,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
West Mercia,Other equipment,Spit and bite guard,144.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,154.0,Other equipment,Spit and bite guard
West Mercia,Other equipment,Shield,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Other equipment,Shield
West Mercia,Less lethal weapons,*Total Less lethal weapons,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Less lethal weapons,Total: Less lethal weapons
West Mercia,Less lethal weapons,CED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,CED
West Mercia,Less lethal weapons,"AEP, of which",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Less lethal weapons,Total: AEP
West Mercia,Less lethal weapons,AEP aimed,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Less lethal weapons,AEP: Aimed
West Mercia,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
West Mercia,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
West Mercia,Firearms,*Total Firearms,109.0,22.0,8.0,0.0,0.0,0.0,0.0,2.0,141.0,Firearms,Total: Firearms
West Mercia,Other,*Total Other,1420.0,62.0,48.0,2.0,0.0,2.0,0.0,152.0,1686.0,Other,Total: Other
West Mercia,Other,"Dog use, of which",127.0,9.0,7.0,1.0,0.0,0.0,0.0,33.0,177.0,Other,Total: Dog
West Mercia,Other,Dog deployed,111.0,7.0,5.0,1.0,0.0,0.0,0.0,31.0,155.0,Other,Dog: deployed
West Mercia,Other,Dog bite,16.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,22.0,Other,Dog: bite
West Mercia,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
West Mercia,Other,Other / improvised,1293.0,53.0,41.0,1.0,0.0,2.0,0.0,119.0,1509.0,Other,Other / improvised
West Mercia,Not reported,*Total Not reported,124.0,13.0,4.0,0.0,0.0,0.0,0.0,3.0,144.0,Not reported,Total: Not reported
West Mercia,Tactical communication,Tactical communication,1889.0,97.0,52.0,0.0,0.0,1.0,0.0,40.0,2079.0,Excluded: Tactical Communication,Tactical Communication
West Midlands,Total (excluding not reported and tactical communication),*Total Tactics,7379.0,2053.0,1704.0,6.0,690.0,182.0,246.0,0.0,12260.0,Total,Total: all
West Midlands,Restraint,*Total Restraint,3153.0,794.0,643.0,3.0,292.0,59.0,64.0,0.0,5008.0,Restraint,Total: Restraint
West Midlands,Restraint,"Handcuffing, of which",1804.0,474.0,415.0,3.0,167.0,43.0,34.0,0.0,2940.0,Restraint,Total: Handcuffing
West Midlands,Restraint,Compliant handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: compliant
West Midlands,Restraint,Non-compliant handcuffing,1804.0,474.0,415.0,3.0,167.0,43.0,34.0,0.0,2940.0,Restraint,Handcuffing: non-compliant
West Midlands,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
West Midlands,Restraint,Limb / Body restraints,381.0,69.0,45.0,0.0,42.0,5.0,8.0,0.0,550.0,Restraint,Limb / body restraints
West Midlands,Restraint,Ground restraint,968.0,251.0,183.0,0.0,83.0,11.0,22.0,0.0,1518.0,Restraint,Ground restraint
West Midlands,Unarmed skills,*Total Unarmed skills,2372.0,603.0,490.0,2.0,204.0,48.0,85.0,0.0,3804.0,Unarmed skills,Total: unarmed skills
West Midlands,Other equipment,*Total Other equipment,820.0,229.0,182.0,0.0,66.0,26.0,57.0,0.0,1380.0,Other equipment,Total: Other equipment
West Midlands,Other equipment,"Baton, of which",159.0,26.0,32.0,0.0,12.0,12.0,31.0,0.0,272.0,Other equipment,Total: Baton
West Midlands,Other equipment,Baton drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: drawn
West Midlands,Other equipment,Baton used,159.0,26.0,32.0,0.0,12.0,12.0,31.0,0.0,272.0,Other equipment,Baton: used
West Midlands,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
West Midlands,Other equipment,"Irritant spray, of which",488.0,160.0,119.0,0.0,41.0,7.0,20.0,0.0,835.0,Other equipment,Total: Irritant spray
West Midlands,Other equipment,Irritant spray - drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: drawn
West Midlands,Other equipment,Irritant spray - used,488.0,160.0,119.0,0.0,41.0,7.0,20.0,0.0,835.0,Other equipment,Irritant spray: used
West Midlands,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
West Midlands,Other equipment,Spit and bite guard,160.0,37.0,30.0,0.0,13.0,5.0,4.0,0.0,249.0,Other equipment,Spit and bite guard
West Midlands,Other equipment,Shield,13.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,24.0,Other equipment,Shield
West Midlands,Less lethal weapons,*Total Less lethal weapons,406.0,135.0,135.0,1.0,46.0,10.0,2.0,0.0,735.0,Less lethal weapons,Total: Less lethal weapons
West Midlands,Less lethal weapons,CED,390.0,125.0,133.0,1.0,45.0,10.0,2.0,0.0,706.0,Less lethal weapons,CED
West Midlands,Less lethal weapons,"AEP, of which",16.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,29.0,Less lethal weapons,Total: AEP
West Midlands,Less lethal weapons,AEP aimed,15.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,25.0,Less lethal weapons,AEP: Aimed
West Midlands,Less lethal weapons,AEP fired,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Less lethal weapons,AEP: Fired
West Midlands,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
West Midlands,Firearms,*Total Firearms,199.0,171.0,159.0,0.0,42.0,23.0,9.0,0.0,603.0,Firearms,Total: Firearms
West Midlands,Other,*Total Other,429.0,121.0,95.0,0.0,40.0,16.0,29.0,0.0,730.0,Other,Total: Other
West Midlands,Other,"Dog use, of which",67.0,12.0,23.0,0.0,7.0,6.0,1.0,0.0,116.0,Other,Total: Dog
West Midlands,Other,Dog deployed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: deployed
West Midlands,Other,Dog bite,67.0,12.0,23.0,0.0,7.0,6.0,1.0,0.0,116.0,Other,Dog: bite
West Midlands,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
West Midlands,Other,Other / improvised,362.0,109.0,72.0,0.0,33.0,10.0,28.0,0.0,614.0,Other,Other / improvised
West Midlands,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
West Midlands,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excluded: Tactical Communication,Tactical Communication
West Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,16654.0,1210.0,2339.0,8.0,533.0,190.0,83.0,388.0,21405.0,Total,Total: all
West Yorkshire,Restraint,*Total Restraint,9748.0,680.0,1439.0,5.0,304.0,147.0,38.0,82.0,12443.0,Restraint,Total: Restraint
West Yorkshire,Restraint,"Handcuffing, of which",8659.0,625.0,1364.0,4.0,272.0,142.0,36.0,66.0,11168.0,Restraint,Total: Handcuffing
West Yorkshire,Restraint,Compliant handcuffing,5187.0,408.0,1006.0,4.0,166.0,113.0,21.0,37.0,6942.0,Restraint,Handcuffing: compliant
West Yorkshire,Restraint,Non-compliant handcuffing,3472.0,217.0,358.0,0.0,106.0,29.0,15.0,29.0,4226.0,Restraint,Handcuffing: non-compliant
West Yorkshire,Restraint,Not stated handcuffing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Handcuffing: not stated
West Yorkshire,Restraint,Limb / Body restraints,539.0,23.0,34.0,1.0,18.0,1.0,0.0,10.0,626.0,Restraint,Limb / body restraints
West Yorkshire,Restraint,Ground restraint,550.0,32.0,41.0,0.0,14.0,4.0,2.0,6.0,649.0,Restraint,Ground restraint
West Yorkshire,Unarmed skills,*Total Unarmed skills,4644.0,298.0,502.0,3.0,134.0,32.0,25.0,153.0,5791.0,Unarmed skills,Total: unarmed skills
West Yorkshire,Other equipment,*Total Other equipment,1279.0,90.0,123.0,0.0,40.0,6.0,5.0,69.0,1612.0,Other equipment,Total: Other equipment
West Yorkshire,Other equipment,"Baton, of which",129.0,7.0,22.0,0.0,8.0,1.0,3.0,25.0,195.0,Other equipment,Total: Baton
West Yorkshire,Other equipment,Baton drawn,77.0,2.0,15.0,0.0,5.0,1.0,2.0,21.0,123.0,Other equipment,Baton: drawn
West Yorkshire,Other equipment,Baton used,52.0,5.0,7.0,0.0,3.0,0.0,1.0,4.0,72.0,Other equipment,Baton: used
West Yorkshire,Other equipment,Not stated baton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Baton: not stated
West Yorkshire,Other equipment,"Irritant spray, of which",919.0,70.0,84.0,0.0,29.0,4.0,2.0,41.0,1149.0,Other equipment,Total: Irritant spray
West Yorkshire,Other equipment,Irritant spray - drawn,340.0,30.0,27.0,0.0,11.0,3.0,0.0,15.0,426.0,Other equipment,Irritant spray: drawn
West Yorkshire,Other equipment,Irritant spray - used,579.0,40.0,57.0,0.0,18.0,1.0,2.0,26.0,723.0,Other equipment,Irritant spray: used
West Yorkshire,Other equipment,Not stated irritant spray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Irritant spray: not stated
West Yorkshire,Other equipment,Spit and bite guard,212.0,13.0,17.0,0.0,3.0,1.0,0.0,2.0,248.0,Other equipment,Spit and bite guard
West Yorkshire,Other equipment,Shield,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,Other equipment,Shield
West Yorkshire,Less lethal weapons,*Total Less lethal weapons,603.0,62.0,118.0,0.0,33.0,2.0,3.0,18.0,839.0,Less lethal weapons,Total: Less lethal weapons
West Yorkshire,Less lethal weapons,CED,580.0,58.0,103.0,0.0,28.0,2.0,3.0,10.0,784.0,Less lethal weapons,CED
West Yorkshire,Less lethal weapons,"AEP, of which",23.0,4.0,15.0,0.0,5.0,0.0,0.0,8.0,55.0,Less lethal weapons,Total: AEP
West Yorkshire,Less lethal weapons,AEP aimed,23.0,4.0,15.0,0.0,5.0,0.0,0.0,8.0,55.0,Less lethal weapons,AEP: Aimed
West Yorkshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
West Yorkshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
West Yorkshire,Firearms,*Total Firearms,159.0,56.0,113.0,0.0,13.0,1.0,5.0,33.0,380.0,Firearms,Total: Firearms
West Yorkshire,Other,*Total Other,221.0,24.0,44.0,0.0,9.0,2.0,7.0,33.0,340.0,Other,Total: Other
West Yorkshire,Other,"Dog use, of which",38.0,10.0,16.0,0.0,1.0,1.0,4.0,19.0,89.0,Other,Total: Dog
West Yorkshire,Other,Dog deployed,34.0,7.0,14.0,0.0,1.0,1.0,3.0,19.0,79.0,Other,Dog: deployed
West Yorkshire,Other,Dog bite,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,Other,Dog: bite
West Yorkshire,Other,Not stated dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Dog: not stated
West Yorkshire,Other,Other / improvised,183.0,14.0,28.0,0.0,8.0,1.0,3.0,14.0,251.0,Other,Other / improvised
West Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,Not reported,Total: Not reported
West Yorkshire,Tactical communication,Tactical communication,7715.0,576.0,1094.0,4.0,257.0,91.0,42.0,228.0,10007.0,Excluded: Tactical Communication,Tactical Communication
Wiltshire,Total (excluding not reported and tactical communication),*Total Tactics,2066.0,163.0,39.0,2.0,51.0,25.0,12.0,195.0,2553.0,Total,Total: all
Wiltshire,Restraint,*Total Restraint,1103.0,75.0,13.0,0.0,17.0,13.0,4.0,148.0,1373.0,Restraint,Total: Restraint
Wiltshire,Restraint,"Handcuffing, of which",835.0,47.0,12.0,0.0,15.0,9.0,1.0,139.0,1058.0,Restraint,Total: Handcuffing
Wiltshire,Restraint,Compliant handcuffing,345.0,28.0,4.0,0.0,6.0,4.0,0.0,46.0,433.0,Restraint,Handcuffing: compliant
Wiltshire,Restraint,Non-compliant handcuffing,230.0,18.0,5.0,0.0,6.0,5.0,1.0,0.0,265.0,Restraint,Handcuffing: non-compliant
Wiltshire,Restraint,Not stated handcuffing,260.0,1.0,3.0,0.0,3.0,0.0,0.0,93.0,360.0,Restraint,Handcuffing: not stated
Wiltshire,Restraint,Limb / Body restraints,74.0,7.0,1.0,0.0,1.0,2.0,0.0,9.0,94.0,Restraint,Limb / body restraints
Wiltshire,Restraint,Ground restraint,194.0,21.0,0.0,0.0,1.0,2.0,3.0,0.0,221.0,Restraint,Ground restraint
Wiltshire,Unarmed skills,*Total Unarmed skills,573.0,58.0,13.0,2.0,18.0,8.0,3.0,5.0,680.0,Unarmed skills,Total: unarmed skills
Wiltshire,Other equipment,*Total Other equipment,85.0,6.0,2.0,0.0,7.0,0.0,2.0,11.0,113.0,Other equipment,Total: Other equipment
Wiltshire,Other equipment,"Baton, of which",27.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,32.0,Other equipment,Total: Baton
Wiltshire,Other equipment,Baton drawn,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Other equipment,Baton: drawn
Wiltshire,Other equipment,Baton used,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Other equipment,Baton: used
Wiltshire,Other equipment,Not stated baton,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,Other equipment,Baton: not stated
Wiltshire,Other equipment,"Irritant spray, of which",54.0,5.0,2.0,0.0,5.0,0.0,1.0,9.0,76.0,Other equipment,Total: Irritant spray
Wiltshire,Other equipment,Irritant spray - drawn,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,Other equipment,Irritant spray: drawn
Wiltshire,Other equipment,Irritant spray - used,32.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,42.0,Other equipment,Irritant spray: used
Wiltshire,Other equipment,Not stated irritant spray,11.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,22.0,Other equipment,Irritant spray: not stated
Wiltshire,Other equipment,Spit and bite guard,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Other equipment,Spit and bite guard
Wiltshire,Other equipment,Shield,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Other equipment,Shield
Wiltshire,Less lethal weapons,*Total Less lethal weapons,240.0,21.0,11.0,0.0,8.0,4.0,3.0,23.0,310.0,Less lethal weapons,Total: Less lethal weapons
Wiltshire,Less lethal weapons,CED,239.0,21.0,11.0,0.0,8.0,4.0,3.0,23.0,309.0,Less lethal weapons,CED
Wiltshire,Less lethal weapons,"AEP, of which",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,Total: AEP
Wiltshire,Less lethal weapons,AEP aimed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Less lethal weapons,AEP: Aimed
Wiltshire,Less lethal weapons,AEP fired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Fired
Wiltshire,Less lethal weapons,Not stated AEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,AEP: Not stated
Wiltshire,Firearms,*Total Firearms,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Firearms,Total: Firearms
Wiltshire,Other,*Total Other,63.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,75.0,Other,Total: Other
Wiltshire,Other,"Dog use, of which",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Other,Total: Dog
Wiltshire,Other,Dog deployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,Dog: deployed
Wiltshire,Other,Dog bite,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Other,Dog: bite
Wiltshire,Other,Not stated dog,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other,Dog: not stated
Wiltshire,Other,Other / improvised,58.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,70.0,Other,Other / improvised
Wiltshire,Not reported,*Total Not reported,46.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,81.0,Not reported,Total: Not reported
Wiltshire,Tactical communication,Tactical communication,442.0,33.0,11.0,2.0,11.0,7.0,4.0,29.0,539.0,Excluded: Tactical Communication,Tactical Communication
