Tactic,Police Force,Force type - Output,Tactic - Output,Age,count
*Total Not reported,Gloucestershire,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Gloucestershire,Excluded: Tactical Communication,Tactical Communication,Not reported,8.0
*Total Tactics,Greater Manchester,Total,Total: all,Not reported,0.0
*Total Restraint,Greater Manchester,Restraint,Total: Restraint,Not reported,0.0
"Handcuffing, of which",Greater Manchester,Restraint,Total: Handcuffing,Not reported,0.0
Compliant handcuffing,Greater Manchester,Restraint,Handcuffing: compliant,Not reported,0.0
Non-compliant handcuffing,Greater Manchester,Restraint,Handcuffing: non-compliant,Not reported,0.0
Not stated handcuffing,Greater Manchester,Restraint,Handcuffing: not stated,Not reported,0.0
Limb / Body restraints,Greater Manchester,Restraint,Limb / body restraints,Not reported,0.0
Ground restraint,Greater Manchester,Restraint,Ground restraint,Not reported,0.0
*Total Unarmed skills,Greater Manchester,Unarmed skills,Total: unarmed skills,Not reported,0.0
*Total Other equipment,Greater Manchester,Other equipment,Total: Other equipment,Not reported,0.0
"Baton, of which",Greater Manchester,Other equipment,Total: Baton,Not reported,0.0
Baton drawn,Greater Manchester,Other equipment,Baton: drawn,Not reported,0.0
Baton used,Greater Manchester,Other equipment,Baton: used,Not reported,0.0
Not stated baton,Greater Manchester,Other equipment,Baton: not stated,Not reported,0.0
"Irritant spray, of which",Greater Manchester,Other equipment,Total: Irritant spray,Not reported,0.0
Irritant spray - drawn,Greater Manchester,Other equipment,Irritant spray: drawn,Not reported,0.0
Irritant spray - used,Greater Manchester,Other equipment,Irritant spray: used,Not reported,0.0
Not stated irritant spray,Greater Manchester,Other equipment,Irritant spray: not stated,Not reported,0.0
Spit and bite guard,Greater Manchester,Other equipment,Spit and bite guard,Not reported,0.0
Shield,Greater Manchester,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Greater Manchester,Less lethal weapons,Total: Less lethal weapons,Not reported,0.0
CED,Greater Manchester,Less lethal weapons,CED,Not reported,0.0
"AEP, of which",Greater Manchester,Less lethal weapons,Total: AEP,Not reported,0.0
AEP aimed,Greater Manchester,Less lethal weapons,AEP: Aimed,Not reported,0.0
AEP fired,Greater Manchester,Less lethal weapons,AEP: Fired,Not reported,0.0
Not stated AEP,Greater Manchester,Less lethal weapons,AEP: Not stated,Not reported,0.0
*Total Firearms,Greater Manchester,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Greater Manchester,Other,Total: Other,Not reported,0.0
"Dog use, of which",Greater Manchester,Other,Total: Dog,Not reported,0.0
Dog deployed,Greater Manchester,Other,Dog: deployed,Not reported,0.0
Dog bite,Greater Manchester,Other,Dog: bite,Not reported,0.0
Not stated dog,Greater Manchester,Other,Dog: not stated,Not reported,0.0
Other / improvised,Greater Manchester,Other,Other / improvised,Not reported,0.0
*Total Not reported,Greater Manchester,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Greater Manchester,Excluded: Tactical Communication,Tactical Communication,Not reported,0.0
*Total Tactics,Gwent,Total,Total: all,Not reported,744.0
*Total Restraint,Gwent,Restraint,Total: Restraint,Not reported,479.0
"Handcuffing, of which",Gwent,Restraint,Total: Handcuffing,Not reported,429.0
Compliant handcuffing,Gwent,Restraint,Handcuffing: compliant,Not reported,305.0
Non-compliant handcuffing,Gwent,Restraint,Handcuffing: non-compliant,Not reported,124.0
Not stated handcuffing,Gwent,Restraint,Handcuffing: not stated,Not reported,0.0
Limb / Body restraints,Gwent,Restraint,Limb / body restraints,Not reported,1.0
Ground restraint,Gwent,Restraint,Ground restraint,Not reported,49.0
*Total Unarmed skills,Gwent,Unarmed skills,Total: unarmed skills,Not reported,161.0
*Total Other equipment,Gwent,Other equipment,Total: Other equipment,Not reported,61.0
"Baton, of which",Gwent,Other equipment,Total: Baton,Not reported,21.0
Baton drawn,Gwent,Other equipment,Baton: drawn,Not reported,18.0
Baton used,Gwent,Other equipment,Baton: used,Not reported,3.0
Not stated baton,Gwent,Other equipment,Baton: not stated,Not reported,0.0
"Irritant spray, of which",Gwent,Other equipment,Total: Irritant spray,Not reported,23.0
Irritant spray - drawn,Gwent,Other equipment,Irritant spray: drawn,Not reported,8.0
Irritant spray - used,Gwent,Other equipment,Irritant spray: used,Not reported,15.0
Not stated irritant spray,Gwent,Other equipment,Irritant spray: not stated,Not reported,0.0
Spit and bite guard,Gwent,Other equipment,Spit and bite guard,Not reported,14.0
Shield,Gwent,Other equipment,Shield,Not reported,3.0
*Total Less lethal weapons,Gwent,Less lethal weapons,Total: Less lethal weapons,Not reported,20.0
CED,Gwent,Less lethal weapons,CED,Not reported,19.0
"AEP, of which",Gwent,Less lethal weapons,Total: AEP,Not reported,1.0
AEP aimed,Gwent,Less lethal weapons,AEP: Aimed,Not reported,0.0
AEP fired,Gwent,Less lethal weapons,AEP: Fired,Not reported,0.0
Not stated AEP,Gwent,Less lethal weapons,AEP: Not stated,Not reported,1.0
*Total Firearms,Gwent,Firearms,Total: Firearms,Not reported,14.0
*Total Other,Gwent,Other,Total: Other,Not reported,9.0
"Dog use, of which",Gwent,Other,Total: Dog,Not reported,1.0
Dog deployed,Gwent,Other,Dog: deployed,Not reported,1.0
Dog bite,Gwent,Other,Dog: bite,Not reported,0.0
Not stated dog,Gwent,Other,Dog: not stated,Not reported,0.0
Other / improvised,Gwent,Other,Other / improvised,Not reported,8.0
*Total Not reported,Gwent,Not reported,Total: Not reported,Not reported,25.0
Tactical communication,Gwent,Excluded: Tactical Communication,Tactical Communication,Not reported,198.0
*Total Tactics,Hampshire,Total,Total: all,Not reported,2766.0
*Total Restraint,Hampshire,Restraint,Total: Restraint,Not reported,1670.0
"Handcuffing, of which",Hampshire,Restraint,Total: Handcuffing,Not reported,931.0
Compliant handcuffing,Hampshire,Restraint,Handcuffing: compliant,Not reported,229.0
Non-compliant handcuffing,Hampshire,Restraint,Handcuffing: non-compliant,Not reported,702.0
Not stated handcuffing,Hampshire,Restraint,Handcuffing: not stated,Not reported,0.0
Limb / Body restraints,Hampshire,Restraint,Limb / body restraints,Not reported,216.0
Ground restraint,Hampshire,Restraint,Ground restraint,Not reported,523.0
*Total Unarmed skills,Hampshire,Unarmed skills,Total: unarmed skills,Not reported,799.0
*Total Other equipment,Hampshire,Other equipment,Total: Other equipment,Not reported,129.0
"Baton, of which",Hampshire,Other equipment,Total: Baton,Not reported,23.0
Baton drawn,Hampshire,Other equipment,Baton: drawn,Not reported,22.0
Baton used,Hampshire,Other equipment,Baton: used,Not reported,1.0
Not stated baton,Hampshire,Other equipment,Baton: not stated,Not reported,0.0
"Irritant spray, of which",Hampshire,Other equipment,Total: Irritant spray,Not reported,65.0
Irritant spray - drawn,Hampshire,Other equipment,Irritant spray: drawn,Not reported,55.0
Irritant spray - used,Hampshire,Other equipment,Irritant spray: used,Not reported,10.0
Not stated irritant spray,Hampshire,Other equipment,Irritant spray: not stated,Not reported,0.0
Spit and bite guard,Hampshire,Other equipment,Spit and bite guard,Not reported,24.0
Shield,Hampshire,Other equipment,Shield,Not reported,17.0
*Total Less lethal weapons,Hampshire,Less lethal weapons,Total: Less lethal weapons,Not reported,67.0
CED,Hampshire,Less lethal weapons,CED,Not reported,66.0
"AEP, of which",Hampshire,Less lethal weapons,Total: AEP,Not reported,1.0
AEP aimed,Hampshire,Less lethal weapons,AEP: Aimed,Not reported,1.0
AEP fired,Hampshire,Less lethal weapons,AEP: Fired,Not reported,0.0
Not stated AEP,Hampshire,Less lethal weapons,AEP: Not stated,Not reported,0.0
*Total Firearms,Hampshire,Firearms,Total: Firearms,Not reported,2.0
*Total Other,Hampshire,Other,Total: Other,Not reported,99.0
"Dog use, of which",Hampshire,Other,Total: Dog,Not reported,11.0
Dog deployed,Hampshire,Other,Dog: deployed,Not reported,10.0
Dog bite,Hampshire,Other,Dog: bite,Not reported,1.0
Not stated dog,Hampshire,Other,Dog: not stated,Not reported,0.0
Other / improvised,Hampshire,Other,Other / improvised,Not reported,88.0
*Total Not reported,Hampshire,Not reported,Total: Not reported,Not reported,68.0
Tactical communication,Hampshire,Excluded: Tactical Communication,Tactical Communication,Not reported,1153.0
*Total Tactics,Hertfordshire,Total,Total: all,Not reported,121.0
*Total Restraint,Hertfordshire,Restraint,Total: Restraint,Not reported,60.0
"Handcuffing, of which",Hertfordshire,Restraint,Total: Handcuffing,Not reported,50.0
Compliant handcuffing,Hertfordshire,Restraint,Handcuffing: compliant,Not reported,35.0
Non-compliant handcuffing,Hertfordshire,Restraint,Handcuffing: non-compliant,Not reported,15.0
Not stated handcuffing,Hertfordshire,Restraint,Handcuffing: not stated,Not reported,0.0
Limb / Body restraints,Hertfordshire,Restraint,Limb / body restraints,Not reported,3.0
Ground restraint,Hertfordshire,Restraint,Ground restraint,Not reported,7.0
*Total Unarmed skills,Hertfordshire,Unarmed skills,Total: unarmed skills,Not reported,38.0
*Total Other equipment,Hertfordshire,Other equipment,Total: Other equipment,Not reported,13.0
"Baton, of which",Hertfordshire,Other equipment,Total: Baton,Not reported,6.0
Baton drawn,Hertfordshire,Other equipment,Baton: drawn,Not reported,4.0
Baton used,Hertfordshire,Other equipment,Baton: used,Not reported,2.0
Not stated baton,Hertfordshire,Other equipment,Baton: not stated,Not reported,0.0
"Irritant spray, of which",Hertfordshire,Other equipment,Total: Irritant spray,Not reported,7.0
Irritant spray - drawn,Hertfordshire,Other equipment,Irritant spray: drawn,Not reported,6.0
Irritant spray - used,Hertfordshire,Other equipment,Irritant spray: used,Not reported,1.0
Not stated irritant spray,Hertfordshire,Other equipment,Irritant spray: not stated,Not reported,0.0
Spit and bite guard,Hertfordshire,Other equipment,Spit and bite guard,Not reported,0.0
Shield,Hertfordshire,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Hertfordshire,Less lethal weapons,Total: Less lethal weapons,Not reported,3.0
CED,Hertfordshire,Less lethal weapons,CED,Not reported,3.0
"AEP, of which",Hertfordshire,Less lethal weapons,Total: AEP,Not reported,0.0
AEP aimed,Hertfordshire,Less lethal weapons,AEP: Aimed,Not reported,0.0
AEP fired,Hertfordshire,Less lethal weapons,AEP: Fired,Not reported,0.0
Not stated AEP,Hertfordshire,Less lethal weapons,AEP: Not stated,Not reported,0.0
*Total Firearms,Hertfordshire,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Hertfordshire,Other,Total: Other,Not reported,7.0
"Dog use, of which",Hertfordshire,Other,Total: Dog,Not reported,1.0
Dog deployed,Hertfordshire,Other,Dog: deployed,Not reported,1.0
Dog bite,Hertfordshire,Other,Dog: bite,Not reported,0.0
Not stated dog,Hertfordshire,Other,Dog: not stated,Not reported,0.0
Other / improvised,Hertfordshire,Other,Other / improvised,Not reported,6.0
*Total Not reported,Hertfordshire,Not reported,Total: Not reported,Not reported,1.0
Tactical communication,Hertfordshire,Excluded: Tactical Communication,Tactical Communication,Not reported,77.0
*Total Tactics,Humberside,Total,Total: all,Not reported,0.0
*Total Restraint,Humberside,Restraint,Total: Restraint,Not reported,0.0
"Handcuffing, of which",Humberside,Restraint,Total: Handcuffing,Not reported,0.0
Compliant handcuffing,Humberside,Restraint,Handcuffing: compliant,Not reported,0.0
Non-compliant handcuffing,Humberside,Restraint,Handcuffing: non-compliant,Not reported,0.0
Not stated handcuffing,Humberside,Restraint,Handcuffing: not stated,Not reported,0.0
Limb / Body restraints,Humberside,Restraint,Limb / body restraints,Not reported,0.0
Ground restraint,Humberside,Restraint,Ground restraint,Not reported,0.0
*Total Unarmed skills,Humberside,Unarmed skills,Total: unarmed skills,Not reported,0.0
*Total Other equipment,Humberside,Other equipment,Total: Other equipment,Not reported,0.0
"Baton, of which",Humberside,Other equipment,Total: Baton,Not reported,0.0
Baton drawn,Humberside,Other equipment,Baton: drawn,Not reported,0.0
Baton used,Humberside,Other equipment,Baton: used,Not reported,0.0
Not stated baton,Humberside,Other equipment,Baton: not stated,Not reported,0.0
"Irritant spray, of which",Humberside,Other equipment,Total: Irritant spray,Not reported,0.0
Irritant spray - drawn,Humberside,Other equipment,Irritant spray: drawn,Not reported,0.0
Irritant spray - used,Humberside,Other equipment,Irritant spray: used,Not reported,0.0
Not stated irritant spray,Humberside,Other equipment,Irritant spray: not stated,Not reported,0.0
Spit and bite guard,Humberside,Other equipment,Spit and bite guard,Not reported,0.0
Shield,Humberside,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Humberside,Less lethal weapons,Total: Less lethal weapons,Not reported,0.0
CED,Humberside,Less lethal weapons,CED,Not reported,0.0
"AEP, of which",Humberside,Less lethal weapons,Total: AEP,Not reported,0.0
AEP aimed,Humberside,Less lethal weapons,AEP: Aimed,Not reported,0.0
AEP fired,Humberside,Less lethal weapons,AEP: Fired,Not reported,0.0
Not stated AEP,Humberside,Less lethal weapons,AEP: Not stated,Not reported,0.0
*Total Firearms,Humberside,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Humberside,Other,Total: Other,Not reported,0.0
"Dog use, of which",Humberside,Other,Total: Dog,Not reported,0.0
Dog deployed,Humberside,Other,Dog: deployed,Not reported,0.0
Dog bite,Humberside,Other,Dog: bite,Not reported,0.0
Not stated dog,Humberside,Other,Dog: not stated,Not reported,0.0
Other / improvised,Humberside,Other,Other / improvised,Not reported,0.0
*Total Not reported,Humberside,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Humberside,Excluded: Tactical Communication,Tactical Communication,Not reported,0.0
*Total Tactics,Kent,Total,Total: all,Not reported,63.0
*Total Restraint,Kent,Restraint,Total: Restraint,Not reported,45.0
"Handcuffing, of which",Kent,Restraint,Total: Handcuffing,Not reported,30.0
Compliant handcuffing,Kent,Restraint,Handcuffing: compliant,Not reported,19.0
Non-compliant handcuffing,Kent,Restraint,Handcuffing: non-compliant,Not reported,11.0
Not stated handcuffing,Kent,Restraint,Handcuffing: not stated,Not reported,0.0
Limb / Body restraints,Kent,Restraint,Limb / body restraints,Not reported,5.0
Ground restraint,Kent,Restraint,Ground restraint,Not reported,10.0
*Total Unarmed skills,Kent,Unarmed skills,Total: unarmed skills,Not reported,8.0
*Total Other equipment,Kent,Other equipment,Total: Other equipment,Not reported,4.0
"Baton, of which",Kent,Other equipment,Total: Baton,Not reported,0.0
Baton drawn,Kent,Other equipment,Baton: drawn,Not reported,0.0
Baton used,Kent,Other equipment,Baton: used,Not reported,0.0
Not stated baton,Kent,Other equipment,Baton: not stated,Not reported,0.0
"Irritant spray, of which",Kent,Other equipment,Total: Irritant spray,Not reported,3.0
Irritant spray - drawn,Kent,Other equipment,Irritant spray: drawn,Not reported,1.0
Irritant spray - used,Kent,Other equipment,Irritant spray: used,Not reported,2.0
Not stated irritant spray,Kent,Other equipment,Irritant spray: not stated,Not reported,0.0
Spit and bite guard,Kent,Other equipment,Spit and bite guard,Not reported,1.0
Shield,Kent,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Kent,Less lethal weapons,Total: Less lethal weapons,Not reported,1.0
CED,Kent,Less lethal weapons,CED,Not reported,1.0
"AEP, of which",Kent,Less lethal weapons,Total: AEP,Not reported,0.0
AEP aimed,Kent,Less lethal weapons,AEP: Aimed,Not reported,0.0
AEP fired,Kent,Less lethal weapons,AEP: Fired,Not reported,0.0
Not stated AEP,Kent,Less lethal weapons,AEP: Not stated,Not reported,0.0
*Total Firearms,Kent,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Kent,Other,Total: Other,Not reported,5.0
"Dog use, of which",Kent,Other,Total: Dog,Not reported,0.0
Dog deployed,Kent,Other,Dog: deployed,Not reported,0.0
Dog bite,Kent,Other,Dog: bite,Not reported,0.0
Not stated dog,Kent,Other,Dog: not stated,Not reported,0.0
Other / improvised,Kent,Other,Other / improvised,Not reported,5.0
*Total Not reported,Kent,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Kent,Excluded: Tactical Communication,Tactical Communication,Not reported,16.0
*Total Tactics,Lancashire,Total,Total: all,Not reported,5868.0
*Total Restraint,Lancashire,Restraint,Total: Restraint,Not reported,3087.0
"Handcuffing, of which",Lancashire,Restraint,Total: Handcuffing,Not reported,2670.0
Compliant handcuffing,Lancashire,Restraint,Handcuffing: compliant,Not reported,1191.0
