Tactic,Police Force,Force type - Output,Tactic - Output,age,count
Dog deployed,Surrey,Other,Dog: deployed,Not reported,0.0
Dog bite,Surrey,Other,Dog: bite,Not reported,0.0
Dog not stated,Surrey,,,Not reported,0.0
Other / improvised,Surrey,Other,Other / improvised,Not reported,0.0
*Total Not reported,Surrey,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Surrey,Excluded: Tactical Communication,Tactical Communication,Not reported,0.0
*Total Tactics,Sussex,Total,Total: all,Not reported,40.0
*Total Restraint,Sussex,Restraint,Total: Restraint,Not reported,10.0
"Handcuffing, of which",Sussex,Restraint,Total: Handcuffing,Not reported,8.0
Compliant handcuffing,Sussex,Restraint,Handcuffing: compliant,Not reported,
Non-compliant handcuffing,Sussex,Restraint,Handcuffing: non-compliant,Not reported,
Handcuffing not stated,Sussex,,,Not reported,8.0
Limb / Body restraints,Sussex,Restraint,Limb / body restraints,Not reported,1.0
Ground restraint,Sussex,Restraint,Ground restraint,Not reported,1.0
*Total Unarmed skills,Sussex,Unarmed skills,Total: unarmed skills,Not reported,23.0
*Total Other equipment,Sussex,Other equipment,Total: Other equipment,Not reported,3.0
"Baton, of which",Sussex,Other equipment,Total: Baton,Not reported,2.0
Baton drawn,Sussex,Other equipment,Baton: drawn,Not reported,2.0
Baton used,Sussex,Other equipment,Baton: used,Not reported,0.0
Baton not stated,Sussex,,,Not reported,0.0
"Irritant spray, of which",Sussex,Other equipment,Total: Irritant spray,Not reported,1.0
Irritant spray - drawn,Sussex,Other equipment,Irritant spray: drawn,Not reported,1.0
Irritant spray - used,Sussex,Other equipment,Irritant spray: used,Not reported,0.0
Irritant spray not stated,Sussex,,,Not reported,0.0
Spit and bite guard,Sussex,Other equipment,Spit and bite guard,Not reported,0.0
Shield,Sussex,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Sussex,Less lethal weapons,Total: Less lethal weapons,Not reported,1.0
CED of which,Sussex,,,Not reported,1.0
CED non-discharge,Sussex,,,Not reported,1.0
CED discharge,Sussex,,,Not reported,0.0
CED not stated,Sussex,,,Not reported,0.0
"AEP, of which",Sussex,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,Sussex,,,Not reported,0.0
AEP used,Sussex,,,Not reported,0.0
AEP not stated,Sussex,,,Not reported,0.0
*Total Firearms,Sussex,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Sussex,Other,Total: Other,Not reported,3.0
"Dog use, of which",Sussex,Other,Total: Dog,Not reported,0.0
Dog deployed,Sussex,Other,Dog: deployed,Not reported,0.0
Dog bite,Sussex,Other,Dog: bite,Not reported,0.0
Dog not stated,Sussex,,,Not reported,0.0
Other / improvised,Sussex,Other,Other / improvised,Not reported,3.0
*Total Not reported,Sussex,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Sussex,Excluded: Tactical Communication,Tactical Communication,Not reported,24.0
*Total Tactics,Thames Valley,Total,Total: all,Not reported,209.0
*Total Restraint,Thames Valley,Restraint,Total: Restraint,Not reported,64.0
"Handcuffing, of which",Thames Valley,Restraint,Total: Handcuffing,Not reported,47.0
Compliant handcuffing,Thames Valley,Restraint,Handcuffing: compliant,Not reported,29.0
Non-compliant handcuffing,Thames Valley,Restraint,Handcuffing: non-compliant,Not reported,17.0
Handcuffing not stated,Thames Valley,,,Not reported,1.0
Limb / Body restraints,Thames Valley,Restraint,Limb / body restraints,Not reported,2.0
Ground restraint,Thames Valley,Restraint,Ground restraint,Not reported,15.0
*Total Unarmed skills,Thames Valley,Unarmed skills,Total: unarmed skills,Not reported,59.0
*Total Other equipment,Thames Valley,Other equipment,Total: Other equipment,Not reported,15.0
"Baton, of which",Thames Valley,Other equipment,Total: Baton,Not reported,10.0
Baton drawn,Thames Valley,Other equipment,Baton: drawn,Not reported,
Baton used,Thames Valley,Other equipment,Baton: used,Not reported,
Baton not stated,Thames Valley,,,Not reported,10.0
"Irritant spray, of which",Thames Valley,Other equipment,Total: Irritant spray,Not reported,4.0
Irritant spray - drawn,Thames Valley,Other equipment,Irritant spray: drawn,Not reported,0.0
Irritant spray - used,Thames Valley,Other equipment,Irritant spray: used,Not reported,3.0
Irritant spray not stated,Thames Valley,,,Not reported,1.0
Spit and bite guard,Thames Valley,Other equipment,Spit and bite guard,Not reported,1.0
Shield,Thames Valley,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Thames Valley,Less lethal weapons,Total: Less lethal weapons,Not reported,11.0
CED of which,Thames Valley,,,Not reported,11.0
CED non-discharge,Thames Valley,,,Not reported,10.0
CED discharge,Thames Valley,,,Not reported,1.0
CED not stated,Thames Valley,,,Not reported,0.0
"AEP, of which",Thames Valley,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,Thames Valley,,,Not reported,0.0
AEP used,Thames Valley,,,Not reported,0.0
AEP not stated,Thames Valley,,,Not reported,0.0
*Total Firearms,Thames Valley,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Thames Valley,Other,Total: Other,Not reported,60.0
"Dog use, of which",Thames Valley,Other,Total: Dog,Not reported,1.0
Dog deployed,Thames Valley,Other,Dog: deployed,Not reported,
Dog bite,Thames Valley,Other,Dog: bite,Not reported,
Dog not stated,Thames Valley,,,Not reported,1.0
Other / improvised,Thames Valley,Other,Other / improvised,Not reported,59.0
*Total Not reported,Thames Valley,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Thames Valley,Excluded: Tactical Communication,Tactical Communication,Not reported,17.0
*Total Tactics,Warwickshire,Total,Total: all,Not reported,3113.0
*Total Restraint,Warwickshire,Restraint,Total: Restraint,Not reported,1670.0
"Handcuffing, of which",Warwickshire,Restraint,Total: Handcuffing,Not reported,1248.0
Compliant handcuffing,Warwickshire,Restraint,Handcuffing: compliant,Not reported,580.0
Non-compliant handcuffing,Warwickshire,Restraint,Handcuffing: non-compliant,Not reported,668.0
Handcuffing not stated,Warwickshire,,,Not reported,0.0
Limb / Body restraints,Warwickshire,Restraint,Limb / body restraints,Not reported,53.0
Ground restraint,Warwickshire,Restraint,Ground restraint,Not reported,369.0
*Total Unarmed skills,Warwickshire,Unarmed skills,Total: unarmed skills,Not reported,575.0
*Total Other equipment,Warwickshire,Other equipment,Total: Other equipment,Not reported,170.0
"Baton, of which",Warwickshire,Other equipment,Total: Baton,Not reported,25.0
Baton drawn,Warwickshire,Other equipment,Baton: drawn,Not reported,14.0
Baton used,Warwickshire,Other equipment,Baton: used,Not reported,11.0
Baton not stated,Warwickshire,,,Not reported,0.0
"Irritant spray, of which",Warwickshire,Other equipment,Total: Irritant spray,Not reported,103.0
Irritant spray - drawn,Warwickshire,Other equipment,Irritant spray: drawn,Not reported,46.0
Irritant spray - used,Warwickshire,Other equipment,Irritant spray: used,Not reported,57.0
Irritant spray not stated,Warwickshire,,,Not reported,0.0
Spit and bite guard,Warwickshire,Other equipment,Spit and bite guard,Not reported,39.0
Shield,Warwickshire,Other equipment,Shield,Not reported,3.0
*Total Less lethal weapons,Warwickshire,Less lethal weapons,Total: Less lethal weapons,Not reported,186.0
CED of which,Warwickshire,,,Not reported,184.0
CED non-discharge,Warwickshire,,,Not reported,168.0
CED discharge,Warwickshire,,,Not reported,16.0
CED not stated,Warwickshire,,,Not reported,0.0
"AEP, of which",Warwickshire,Less lethal weapons,Total: AEP,Not reported,2.0
AEP drawn,Warwickshire,,,Not reported,1.0
AEP used,Warwickshire,,,Not reported,1.0
AEP not stated,Warwickshire,,,Not reported,0.0
*Total Firearms,Warwickshire,Firearms,Total: Firearms,Not reported,105.0
*Total Other,Warwickshire,Other,Total: Other,Not reported,407.0
"Dog use, of which",Warwickshire,Other,Total: Dog,Not reported,46.0
Dog deployed,Warwickshire,Other,Dog: deployed,Not reported,44.0
Dog bite,Warwickshire,Other,Dog: bite,Not reported,2.0
Dog not stated,Warwickshire,,,Not reported,0.0
Other / improvised,Warwickshire,Other,Other / improvised,Not reported,361.0
*Total Not reported,Warwickshire,Not reported,Total: Not reported,Not reported,76.0
Tactical communication,Warwickshire,Excluded: Tactical Communication,Tactical Communication,Not reported,617.0
*Total Tactics,West Mercia,Total,Total: all,Not reported,15248.0
*Total Restraint,West Mercia,Restraint,Total: Restraint,Not reported,8089.0
"Handcuffing, of which",West Mercia,Restraint,Total: Handcuffing,Not reported,5586.0
Compliant handcuffing,West Mercia,Restraint,Handcuffing: compliant,Not reported,2720.0
Non-compliant handcuffing,West Mercia,Restraint,Handcuffing: non-compliant,Not reported,2866.0
Handcuffing not stated,West Mercia,,,Not reported,0.0
Limb / Body restraints,West Mercia,Restraint,Limb / body restraints,Not reported,243.0
Ground restraint,West Mercia,Restraint,Ground restraint,Not reported,2260.0
*Total Unarmed skills,West Mercia,Unarmed skills,Total: unarmed skills,Not reported,3449.0
*Total Other equipment,West Mercia,Other equipment,Total: Other equipment,Not reported,829.0
"Baton, of which",West Mercia,Other equipment,Total: Baton,Not reported,157.0
Baton drawn,West Mercia,Other equipment,Baton: drawn,Not reported,81.0
Baton used,West Mercia,Other equipment,Baton: used,Not reported,76.0
Baton not stated,West Mercia,,,Not reported,0.0
"Irritant spray, of which",West Mercia,Other equipment,Total: Irritant spray,Not reported,481.0
Irritant spray - drawn,West Mercia,Other equipment,Irritant spray: drawn,Not reported,243.0
Irritant spray - used,West Mercia,Other equipment,Irritant spray: used,Not reported,238.0
Irritant spray not stated,West Mercia,,,Not reported,0.0
Spit and bite guard,West Mercia,Other equipment,Spit and bite guard,Not reported,156.0
Shield,West Mercia,Other equipment,Shield,Not reported,35.0
*Total Less lethal weapons,West Mercia,Less lethal weapons,Total: Less lethal weapons,Not reported,433.0
CED of which,West Mercia,,,Not reported,425.0
CED non-discharge,West Mercia,,,Not reported,407.0
CED discharge,West Mercia,,,Not reported,18.0
CED not stated,West Mercia,,,Not reported,0.0
"AEP, of which",West Mercia,Less lethal weapons,Total: AEP,Not reported,8.0
AEP drawn,West Mercia,,,Not reported,7.0
AEP used,West Mercia,,,Not reported,1.0
AEP not stated,West Mercia,,,Not reported,0.0
*Total Firearms,West Mercia,Firearms,Total: Firearms,Not reported,235.0
*Total Other,West Mercia,Other,Total: Other,Not reported,2213.0
"Dog use, of which",West Mercia,Other,Total: Dog,Not reported,264.0
Dog deployed,West Mercia,Other,Dog: deployed,Not reported,246.0
Dog bite,West Mercia,Other,Dog: bite,Not reported,18.0
Dog not stated,West Mercia,,,Not reported,0.0
Other / improvised,West Mercia,Other,Other / improvised,Not reported,1949.0
*Total Not reported,West Mercia,Not reported,Total: Not reported,Not reported,181.0
Tactical communication,West Mercia,Excluded: Tactical Communication,Tactical Communication,Not reported,3426.0
*Total Tactics,West Midlands,Total,Total: all,Not reported,1.0
*Total Restraint,West Midlands,Restraint,Total: Restraint,Not reported,0.0
"Handcuffing, of which",West Midlands,Restraint,Total: Handcuffing,Not reported,0.0
Compliant handcuffing,West Midlands,Restraint,Handcuffing: compliant,Not reported,0.0
Non-compliant handcuffing,West Midlands,Restraint,Handcuffing: non-compliant,Not reported,0.0
Handcuffing not stated,West Midlands,,,Not reported,0.0
Limb / Body restraints,West Midlands,Restraint,Limb / body restraints,Not reported,0.0
Ground restraint,West Midlands,Restraint,Ground restraint,Not reported,0.0
*Total Unarmed skills,West Midlands,Unarmed skills,Total: unarmed skills,Not reported,1.0
*Total Other equipment,West Midlands,Other equipment,Total: Other equipment,Not reported,0.0
"Baton, of which",West Midlands,Other equipment,Total: Baton,Not reported,0.0
Baton drawn,West Midlands,Other equipment,Baton: drawn,Not reported,
Baton used,West Midlands,Other equipment,Baton: used,Not reported,
Baton not stated,West Midlands,,,Not reported,0.0
"Irritant spray, of which",West Midlands,Other equipment,Total: Irritant spray,Not reported,0.0
Irritant spray - drawn,West Midlands,Other equipment,Irritant spray: drawn,Not reported,
Irritant spray - used,West Midlands,Other equipment,Irritant spray: used,Not reported,
Irritant spray not stated,West Midlands,,,Not reported,0.0
Spit and bite guard,West Midlands,Other equipment,Spit and bite guard,Not reported,0.0
Shield,West Midlands,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,West Midlands,Less lethal weapons,Total: Less lethal weapons,Not reported,0.0
CED of which,West Midlands,,,Not reported,0.0
CED non-discharge,West Midlands,,,Not reported,0.0
CED discharge,West Midlands,,,Not reported,0.0
CED not stated,West Midlands,,,Not reported,0.0
"AEP, of which",West Midlands,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,West Midlands,,,Not reported,0.0
AEP used,West Midlands,,,Not reported,0.0
AEP not stated,West Midlands,,,Not reported,0.0
*Total Firearms,West Midlands,Firearms,Total: Firearms,Not reported,0.0
*Total Other,West Midlands,Other,Total: Other,Not reported,0.0
"Dog use, of which",West Midlands,Other,Total: Dog,Not reported,0.0
Dog deployed,West Midlands,Other,Dog: deployed,Not reported,
Dog bite,West Midlands,Other,Dog: bite,Not reported,
Dog not stated,West Midlands,,,Not reported,0.0
Other / improvised,West Midlands,Other,Other / improvised,Not reported,0.0
*Total Not reported,West Midlands,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,West Midlands,Excluded: Tactical Communication,Tactical Communication,Not reported,0.0
*Total Tactics,West Yorkshire,Total,Total: all,Not reported,589.0
*Total Restraint,West Yorkshire,Restraint,Total: Restraint,Not reported,144.0
"Handcuffing, of which",West Yorkshire,Restraint,Total: Handcuffing,Not reported,116.0
Compliant handcuffing,West Yorkshire,Restraint,Handcuffing: compliant,Not reported,53.0
Non-compliant handcuffing,West Yorkshire,Restraint,Handcuffing: non-compliant,Not reported,63.0
Handcuffing not stated,West Yorkshire,,,Not reported,0.0
Limb / Body restraints,West Yorkshire,Restraint,Limb / body restraints,Not reported,13.0
Ground restraint,West Yorkshire,Restraint,Ground restraint,Not reported,15.0
*Total Unarmed skills,West Yorkshire,Unarmed skills,Total: unarmed skills,Not reported,271.0
*Total Other equipment,West Yorkshire,Other equipment,Total: Other equipment,Not reported,77.0
"Baton, of which",West Yorkshire,Other equipment,Total: Baton,Not reported,34.0
Baton drawn,West Yorkshire,Other equipment,Baton: drawn,Not reported,24.0
Baton used,West Yorkshire,Other equipment,Baton: used,Not reported,10.0
Baton not stated,West Yorkshire,,,Not reported,0.0
"Irritant spray, of which",West Yorkshire,Other equipment,Total: Irritant spray,Not reported,38.0
Irritant spray - drawn,West Yorkshire,Other equipment,Irritant spray: drawn,Not reported,18.0
Irritant spray - used,West Yorkshire,Other equipment,Irritant spray: used,Not reported,20.0
Irritant spray not stated,West Yorkshire,,,Not reported,0.0
Spit and bite guard,West Yorkshire,Other equipment,Spit and bite guard,Not reported,5.0
Shield,West Yorkshire,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,West Yorkshire,Less lethal weapons,Total: Less lethal weapons,Not reported,27.0
CED of which,West Yorkshire,,,Not reported,25.0
CED non-discharge,West Yorkshire,,,Not reported,24.0
CED discharge,West Yorkshire,,,Not reported,1.0
CED not stated,West Yorkshire,,,Not reported,0.0
"AEP, of which",West Yorkshire,Less lethal weapons,Total: AEP,Not reported,2.0
AEP drawn,West Yorkshire,,,Not reported,2.0
AEP used,West Yorkshire,,,Not reported,0.0
AEP not stated,West Yorkshire,,,Not reported,0.0
*Total Firearms,West Yorkshire,Firearms,Total: Firearms,Not reported,29.0
*Total Other,West Yorkshire,Other,Total: Other,Not reported,41.0
"Dog use, of which",West Yorkshire,Other,Total: Dog,Not reported,17.0
Dog deployed,West Yorkshire,Other,Dog: deployed,Not reported,11.0
Dog bite,West Yorkshire,Other,Dog: bite,Not reported,6.0
Dog not stated,West Yorkshire,,,Not reported,0.0
Other / improvised,West Yorkshire,Other,Other / improvised,Not reported,24.0
*Total Not reported,West Yorkshire,Not reported,Total: Not reported,Not reported,75.0
Tactical communication,West Yorkshire,Excluded: Tactical Communication,Tactical Communication,Not reported,338.0
