Police Force,Type of force,Tactic,Under 11 years,11 - 17 years,18 - 34 years,35 - 49 years,50 - 64 years,65 and over,Not reported,Number of times tactic reported,Force type - Output,Tactic - Output
West Midlands,Other equipment,Irritant spray not stated,2.0,38.0,635.0,246.0,39.0,3.0,0.0,963.0,,
West Midlands,Other equipment,Spit and bite guard,0.0,13.0,207.0,108.0,15.0,0.0,0.0,343.0,Other equipment,Spit and bite guard
West Midlands,Other equipment,Shield,0.0,0.0,16.0,8.0,2.0,0.0,0.0,26.0,Other equipment,Shield
West Midlands,Less lethal weapons,*Total Less lethal weapons,3.0,147.0,1483.0,672.0,130.0,4.0,0.0,2439.0,Less lethal weapons,Total: Less lethal weapons
West Midlands,Less lethal weapons,CED of which,3.0,147.0,1476.0,668.0,129.0,4.0,0.0,2427.0,,
West Midlands,Less lethal weapons,CED non-discharge,3.0,141.0,1290.0,570.0,111.0,3.0,0.0,2118.0,,
West Midlands,Less lethal weapons,CED discharge,0.0,6.0,186.0,98.0,18.0,1.0,0.0,309.0,,
West Midlands,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Midlands,Less lethal weapons,"AEP, of which",0.0,0.0,7.0,4.0,1.0,0.0,0.0,12.0,Less lethal weapons,Total: AEP
West Midlands,Less lethal weapons,AEP drawn,0.0,0.0,6.0,2.0,1.0,0.0,0.0,9.0,,
West Midlands,Less lethal weapons,AEP used,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,,
West Midlands,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Midlands,Firearms,*Total Firearms,0.0,22.0,406.0,140.0,32.0,1.0,0.0,601.0,Firearms,Total: Firearms
West Midlands,Other,*Total Other,3.0,53.0,378.0,176.0,34.0,5.0,0.0,649.0,Other,Total: Other
West Midlands,Other,"Dog use, of which",0.0,3.0,73.0,15.0,1.0,0.0,0.0,92.0,Other,Total: Dog
West Midlands,Other,Dog deployed,:,:,:,:,:,:,:,:,Other,Dog: deployed
West Midlands,Other,Dog bite,:,:,:,:,:,:,:,:,Other,Dog: bite
West Midlands,Other,Dog not stated,0.0,3.0,73.0,15.0,1.0,0.0,0.0,92.0,,
West Midlands,Other,Other / improvised,3.0,50.0,305.0,161.0,33.0,5.0,0.0,557.0,Other,Other / improvised
West Midlands,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
West Midlands,Tactical communication,Tactical communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Excluded: Tactical Communication,Tactical Communication
West Yorkshire,Total (excluding not reported and tactical communication),*Total Tactics,16.0,2420.0,13349.0,6457.0,1582.0,125.0,589.0,24538.0,Total,Total: all
West Yorkshire,Restraint,*Total Restraint,6.0,1350.0,7684.0,3909.0,953.0,68.0,144.0,14114.0,Restraint,Total: Restraint
West Yorkshire,Restraint,"Handcuffing, of which",5.0,1226.0,6829.0,3578.0,882.0,59.0,116.0,12695.0,Restraint,Total: Handcuffing
West Yorkshire,Restraint,Compliant handcuffing,1.0,731.0,4287.0,2368.0,562.0,33.0,53.0,8035.0,Restraint,Handcuffing: compliant
West Yorkshire,Restraint,Non-compliant handcuffing,4.0,495.0,2542.0,1210.0,320.0,26.0,63.0,4660.0,Restraint,Handcuffing: non-compliant
West Yorkshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Restraint,Limb / Body restraints,1.0,54.0,413.0,154.0,25.0,7.0,13.0,667.0,Restraint,Limb / body restraints
West Yorkshire,Restraint,Ground restraint,0.0,70.0,442.0,177.0,46.0,2.0,15.0,752.0,Restraint,Ground restraint
West Yorkshire,Unarmed skills,*Total Unarmed skills,8.0,827.0,3799.0,1734.0,421.0,45.0,271.0,7105.0,Unarmed skills,Total: unarmed skills
West Yorkshire,Other equipment,*Total Other equipment,0.0,120.0,1056.0,442.0,109.0,5.0,77.0,1809.0,Other equipment,Total: Other equipment
West Yorkshire,Other equipment,"Baton, of which",0.0,28.0,103.0,44.0,13.0,0.0,34.0,222.0,Other equipment,Total: Baton
West Yorkshire,Other equipment,Baton drawn,0.0,18.0,57.0,25.0,6.0,0.0,24.0,130.0,Other equipment,Baton: drawn
West Yorkshire,Other equipment,Baton used,0.0,10.0,46.0,19.0,7.0,0.0,10.0,92.0,Other equipment,Baton: used
West Yorkshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Other equipment,"Irritant spray, of which",0.0,67.0,757.0,318.0,82.0,3.0,38.0,1265.0,Other equipment,Total: Irritant spray
West Yorkshire,Other equipment,Irritant spray - drawn,0.0,28.0,274.0,122.0,27.0,0.0,18.0,469.0,Other equipment,Irritant spray: drawn
West Yorkshire,Other equipment,Irritant spray - used,0.0,39.0,483.0,196.0,55.0,3.0,20.0,796.0,Other equipment,Irritant spray: used
West Yorkshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Other equipment,Spit and bite guard,0.0,24.0,192.0,74.0,10.0,2.0,5.0,307.0,Other equipment,Spit and bite guard
West Yorkshire,Other equipment,Shield,0.0,1.0,4.0,6.0,4.0,0.0,0.0,15.0,Other equipment,Shield
West Yorkshire,Less lethal weapons,*Total Less lethal weapons,0.0,52.0,507.0,251.0,69.0,1.0,27.0,907.0,Less lethal weapons,Total: Less lethal weapons
West Yorkshire,Less lethal weapons,CED of which,0.0,49.0,485.0,242.0,66.0,1.0,25.0,868.0,,
West Yorkshire,Less lethal weapons,CED non-discharge,0.0,48.0,444.0,215.0,56.0,1.0,24.0,788.0,,
West Yorkshire,Less lethal weapons,CED discharge,0.0,1.0,41.0,27.0,10.0,0.0,1.0,80.0,,
West Yorkshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Less lethal weapons,"AEP, of which",0.0,3.0,22.0,9.0,3.0,0.0,2.0,39.0,Less lethal weapons,Total: AEP
West Yorkshire,Less lethal weapons,AEP drawn,0.0,3.0,22.0,9.0,3.0,0.0,2.0,39.0,,
West Yorkshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Firearms,*Total Firearms,0.0,9.0,127.0,35.0,12.0,0.0,29.0,212.0,Firearms,Total: Firearms
West Yorkshire,Other,*Total Other,2.0,62.0,176.0,86.0,18.0,6.0,41.0,391.0,Other,Total: Other
West Yorkshire,Other,"Dog use, of which",0.0,8.0,24.0,10.0,1.0,0.0,17.0,60.0,Other,Total: Dog
West Yorkshire,Other,Dog deployed,0.0,4.0,16.0,8.0,1.0,0.0,11.0,40.0,Other,Dog: deployed
West Yorkshire,Other,Dog bite,0.0,4.0,8.0,2.0,0.0,0.0,6.0,20.0,Other,Dog: bite
West Yorkshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
West Yorkshire,Other,Other / improvised,2.0,54.0,152.0,76.0,17.0,6.0,24.0,331.0,Other,Other / improvised
West Yorkshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,Not reported,Total: Not reported
West Yorkshire,Tactical communication,Tactical communication,11.0,1235.0,6280.0,3091.0,802.0,70.0,338.0,11827.0,Excluded: Tactical Communication,Tactical Communication
Wiltshire,Total (excluding not reported and tactical communication),*Total Tactics,6.0,460.0,1665.0,711.0,163.0,21.0,0.0,3026.0,Total,Total: all
Wiltshire,Restraint,*Total Restraint,6.0,383.0,1302.0,550.0,128.0,18.0,0.0,2387.0,Restraint,Total: Restraint
Wiltshire,Restraint,"Handcuffing, of which",6.0,350.0,1204.0,508.0,122.0,17.0,0.0,2207.0,Restraint,Total: Handcuffing
Wiltshire,Restraint,Compliant handcuffing,1.0,112.0,471.0,228.0,50.0,8.0,0.0,870.0,Restraint,Handcuffing: compliant
Wiltshire,Restraint,Non-compliant handcuffing,5.0,238.0,733.0,280.0,72.0,9.0,0.0,1337.0,Restraint,Handcuffing: non-compliant
Wiltshire,Restraint,Handcuffing not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Restraint,Limb / Body restraints,0.0,33.0,98.0,42.0,6.0,1.0,0.0,180.0,Restraint,Limb / body restraints
Wiltshire,Restraint,Ground restraint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restraint,Ground restraint
Wiltshire,Unarmed skills,*Total Unarmed skills,0.0,13.0,70.0,32.0,2.0,1.0,0.0,118.0,Unarmed skills,Total: unarmed skills
Wiltshire,Other equipment,*Total Other equipment,0.0,19.0,108.0,35.0,12.0,1.0,0.0,175.0,Other equipment,Total: Other equipment
Wiltshire,Other equipment,"Baton, of which",0.0,1.0,11.0,3.0,2.0,1.0,0.0,18.0,Other equipment,Total: Baton
Wiltshire,Other equipment,Baton drawn,0.0,0.0,8.0,3.0,1.0,1.0,0.0,13.0,Other equipment,Baton: drawn
Wiltshire,Other equipment,Baton used,0.0,1.0,3.0,0.0,1.0,0.0,0.0,5.0,Other equipment,Baton: used
Wiltshire,Other equipment,Baton not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Other equipment,"Irritant spray, of which",0.0,3.0,48.0,14.0,10.0,0.0,0.0,75.0,Other equipment,Total: Irritant spray
Wiltshire,Other equipment,Irritant spray - drawn,0.0,3.0,43.0,12.0,10.0,0.0,0.0,68.0,Other equipment,Irritant spray: drawn
Wiltshire,Other equipment,Irritant spray - used,0.0,0.0,5.0,2.0,0.0,0.0,0.0,7.0,Other equipment,Irritant spray: used
Wiltshire,Other equipment,Irritant spray not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Other equipment,Spit and bite guard,0.0,15.0,49.0,18.0,0.0,0.0,0.0,82.0,Other equipment,Spit and bite guard
Wiltshire,Other equipment,Shield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other equipment,Shield
Wiltshire,Less lethal weapons,*Total Less lethal weapons,0.0,31.0,139.0,69.0,15.0,1.0,0.0,255.0,Less lethal weapons,Total: Less lethal weapons
Wiltshire,Less lethal weapons,CED of which,0.0,31.0,139.0,69.0,15.0,1.0,0.0,255.0,,
Wiltshire,Less lethal weapons,CED non-discharge,0.0,26.0,115.0,63.0,14.0,1.0,0.0,219.0,,
Wiltshire,Less lethal weapons,CED discharge,0.0,5.0,24.0,6.0,1.0,0.0,0.0,36.0,,
Wiltshire,Less lethal weapons,CED not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Less lethal weapons,"AEP, of which",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Less lethal weapons,Total: AEP
Wiltshire,Less lethal weapons,AEP drawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Less lethal weapons,AEP used,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Less lethal weapons,AEP not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Firearms,*Total Firearms,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,Firearms,Total: Firearms
Wiltshire,Other,*Total Other,0.0,14.0,41.0,25.0,5.0,0.0,0.0,85.0,Other,Total: Other
Wiltshire,Other,"Dog use, of which",0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Other,Total: Dog
Wiltshire,Other,Dog deployed,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Other,Dog: deployed
Wiltshire,Other,Dog bite,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Other,Dog: bite
Wiltshire,Other,Dog not stated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Wiltshire,Other,Other / improvised,0.0,14.0,38.0,25.0,5.0,0.0,0.0,82.0,Other,Other / improvised
Wiltshire,Not reported,*Total Not reported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not reported,Total: Not reported
Wiltshire,Tactical communication,Tactical communication,1.0,74.0,227.0,89.0,16.0,3.0,0.0,410.0,Excluded: Tactical Communication,Tactical Communication
