Tactic,Police Force,Force type - Output,Tactic - Output,ethnicity,count
Baton drawn,West Midlands,Other equipment,Baton: drawn,Other,:
Baton used,West Midlands,Other equipment,Baton: used,Other,:
Baton not stated,West Midlands,,,Other,5.0
"Irritant spray, of which",West Midlands,Other equipment,Total: Irritant spray,Other,15.0
Irritant spray - drawn,West Midlands,Other equipment,Irritant spray: drawn,Other,:
Irritant spray - used,West Midlands,Other equipment,Irritant spray: used,Other,:
Irritant spray not stated,West Midlands,,,Other,15.0
Spit and bite guard,West Midlands,Other equipment,Spit and bite guard,Other,2.0
Shield,West Midlands,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,West Midlands,Less lethal weapons,Total: Less lethal weapons,Other,39.0
CED of which,West Midlands,,,Other,39.0
CED non-discharge,West Midlands,,,Other,36.0
CED discharge,West Midlands,,,Other,3.0
CED not stated,West Midlands,,,Other,0.0
"AEP, of which",West Midlands,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,West Midlands,,,Other,0.0
AEP used,West Midlands,,,Other,0.0
AEP not stated,West Midlands,,,Other,0.0
*Total Firearms,West Midlands,Firearms,Total: Firearms,Other,8.0
*Total Other,West Midlands,Other,Total: Other,Other,8.0
"Dog use, of which",West Midlands,Other,Total: Dog,Other,0.0
Dog deployed,West Midlands,Other,Dog: deployed,Other,:
Dog bite,West Midlands,Other,Dog: bite,Other,:
Dog not stated,West Midlands,,,Other,0.0
Other / improvised,West Midlands,Other,Other / improvised,Other,8.0
*Total Not reported,West Midlands,Not reported,Total: Not reported,Other,0.0
Tactical communication,West Midlands,Excluded: Tactical Communication,Tactical Communication,Other,0.0
*Total Tactics,West Yorkshire,Total,Total: all,Other,234.0
*Total Restraint,West Yorkshire,Restraint,Total: Restraint,Other,150.0
"Handcuffing, of which",West Yorkshire,Restraint,Total: Handcuffing,Other,147.0
Compliant handcuffing,West Yorkshire,Restraint,Handcuffing: compliant,Other,114.0
Non-compliant handcuffing,West Yorkshire,Restraint,Handcuffing: non-compliant,Other,33.0
Handcuffing not stated,West Yorkshire,,,Other,0.0
Limb / Body restraints,West Yorkshire,Restraint,Limb / body restraints,Other,2.0
Ground restraint,West Yorkshire,Restraint,Ground restraint,Other,1.0
*Total Unarmed skills,West Yorkshire,Unarmed skills,Total: unarmed skills,Other,50.0
*Total Other equipment,West Yorkshire,Other equipment,Total: Other equipment,Other,9.0
"Baton, of which",West Yorkshire,Other equipment,Total: Baton,Other,0.0
Baton drawn,West Yorkshire,Other equipment,Baton: drawn,Other,0.0
Baton used,West Yorkshire,Other equipment,Baton: used,Other,0.0
Baton not stated,West Yorkshire,,,Other,0.0
"Irritant spray, of which",West Yorkshire,Other equipment,Total: Irritant spray,Other,6.0
Irritant spray - drawn,West Yorkshire,Other equipment,Irritant spray: drawn,Other,1.0
Irritant spray - used,West Yorkshire,Other equipment,Irritant spray: used,Other,5.0
Irritant spray not stated,West Yorkshire,,,Other,0.0
Spit and bite guard,West Yorkshire,Other equipment,Spit and bite guard,Other,2.0
Shield,West Yorkshire,Other equipment,Shield,Other,1.0
*Total Less lethal weapons,West Yorkshire,Less lethal weapons,Total: Less lethal weapons,Other,13.0
CED of which,West Yorkshire,,,Other,11.0
CED non-discharge,West Yorkshire,,,Other,10.0
CED discharge,West Yorkshire,,,Other,1.0
CED not stated,West Yorkshire,,,Other,0.0
"AEP, of which",West Yorkshire,Less lethal weapons,Total: AEP,Other,2.0
AEP drawn,West Yorkshire,,,Other,2.0
AEP used,West Yorkshire,,,Other,0.0
AEP not stated,West Yorkshire,,,Other,0.0
*Total Firearms,West Yorkshire,Firearms,Total: Firearms,Other,6.0
*Total Other,West Yorkshire,Other,Total: Other,Other,6.0
"Dog use, of which",West Yorkshire,Other,Total: Dog,Other,0.0
Dog deployed,West Yorkshire,Other,Dog: deployed,Other,0.0
Dog bite,West Yorkshire,Other,Dog: bite,Other,0.0
Dog not stated,West Yorkshire,,,Other,0.0
Other / improvised,West Yorkshire,Other,Other / improvised,Other,6.0
*Total Not reported,West Yorkshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,West Yorkshire,Excluded: Tactical Communication,Tactical Communication,Other,116.0
*Total Tactics,Wiltshire,Total,Total: all,Other,8.0
*Total Restraint,Wiltshire,Restraint,Total: Restraint,Other,8.0
"Handcuffing, of which",Wiltshire,Restraint,Total: Handcuffing,Other,7.0
Compliant handcuffing,Wiltshire,Restraint,Handcuffing: compliant,Other,4.0
Non-compliant handcuffing,Wiltshire,Restraint,Handcuffing: non-compliant,Other,3.0
Handcuffing not stated,Wiltshire,,,Other,0.0
Limb / Body restraints,Wiltshire,Restraint,Limb / body restraints,Other,1.0
Ground restraint,Wiltshire,Restraint,Ground restraint,Other,0.0
*Total Unarmed skills,Wiltshire,Unarmed skills,Total: unarmed skills,Other,0.0
*Total Other equipment,Wiltshire,Other equipment,Total: Other equipment,Other,0.0
"Baton, of which",Wiltshire,Other equipment,Total: Baton,Other,0.0
Baton drawn,Wiltshire,Other equipment,Baton: drawn,Other,0.0
Baton used,Wiltshire,Other equipment,Baton: used,Other,0.0
Baton not stated,Wiltshire,,,Other,0.0
"Irritant spray, of which",Wiltshire,Other equipment,Total: Irritant spray,Other,0.0
Irritant spray - drawn,Wiltshire,Other equipment,Irritant spray: drawn,Other,0.0
Irritant spray - used,Wiltshire,Other equipment,Irritant spray: used,Other,0.0
Irritant spray not stated,Wiltshire,,,Other,0.0
Spit and bite guard,Wiltshire,Other equipment,Spit and bite guard,Other,0.0
Shield,Wiltshire,Other equipment,Shield,Other,0.0
*Total Less lethal weapons,Wiltshire,Less lethal weapons,Total: Less lethal weapons,Other,0.0
CED of which,Wiltshire,,,Other,0.0
CED non-discharge,Wiltshire,,,Other,0.0
CED discharge,Wiltshire,,,Other,0.0
CED not stated,Wiltshire,,,Other,0.0
"AEP, of which",Wiltshire,Less lethal weapons,Total: AEP,Other,0.0
AEP drawn,Wiltshire,,,Other,0.0
AEP used,Wiltshire,,,Other,0.0
AEP not stated,Wiltshire,,,Other,0.0
*Total Firearms,Wiltshire,Firearms,Total: Firearms,Other,0.0
*Total Other,Wiltshire,Other,Total: Other,Other,0.0
"Dog use, of which",Wiltshire,Other,Total: Dog,Other,0.0
Dog deployed,Wiltshire,Other,Dog: deployed,Other,0.0
Dog bite,Wiltshire,Other,Dog: bite,Other,0.0
Dog not stated,Wiltshire,,,Other,0.0
Other / improvised,Wiltshire,Other,Other / improvised,Other,0.0
*Total Not reported,Wiltshire,Not reported,Total: Not reported,Other,0.0
Tactical communication,Wiltshire,Excluded: Tactical Communication,Tactical Communication,Other,1.0
*Total Tactics,Avon & Somerset,Total,Total: all,Not reported,6943.0
*Total Restraint,Avon & Somerset,Restraint,Total: Restraint,Not reported,3340.0
"Handcuffing, of which",Avon & Somerset,Restraint,Total: Handcuffing,Not reported,2611.0
Compliant handcuffing,Avon & Somerset,Restraint,Handcuffing: compliant,Not reported,:
Non-compliant handcuffing,Avon & Somerset,Restraint,Handcuffing: non-compliant,Not reported,:
Handcuffing not stated,Avon & Somerset,,,Not reported,2611.0
Limb / Body restraints,Avon & Somerset,Restraint,Limb / body restraints,Not reported,291.0
Ground restraint,Avon & Somerset,Restraint,Ground restraint,Not reported,438.0
*Total Unarmed skills,Avon & Somerset,Unarmed skills,Total: unarmed skills,Not reported,2690.0
*Total Other equipment,Avon & Somerset,Other equipment,Total: Other equipment,Not reported,257.0
"Baton, of which",Avon & Somerset,Other equipment,Total: Baton,Not reported,26.0
Baton drawn,Avon & Somerset,Other equipment,Baton: drawn,Not reported,:
Baton used,Avon & Somerset,Other equipment,Baton: used,Not reported,:
Baton not stated,Avon & Somerset,,,Not reported,26.0
"Irritant spray, of which",Avon & Somerset,Other equipment,Total: Irritant spray,Not reported,148.0
Irritant spray - drawn,Avon & Somerset,Other equipment,Irritant spray: drawn,Not reported,:
Irritant spray - used,Avon & Somerset,Other equipment,Irritant spray: used,Not reported,:
Irritant spray not stated,Avon & Somerset,,,Not reported,148.0
Spit and bite guard,Avon & Somerset,Other equipment,Spit and bite guard,Not reported,83.0
Shield,Avon & Somerset,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Avon & Somerset,Less lethal weapons,Total: Less lethal weapons,Not reported,288.0
CED of which,Avon & Somerset,,,Not reported,288.0
CED non-discharge,Avon & Somerset,,,Not reported,243.0
CED discharge,Avon & Somerset,,,Not reported,42.0
CED not stated,Avon & Somerset,,,Not reported,3.0
"AEP, of which",Avon & Somerset,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,Avon & Somerset,,,Not reported,0.0
AEP used,Avon & Somerset,,,Not reported,0.0
AEP not stated,Avon & Somerset,,,Not reported,0.0
*Total Firearms,Avon & Somerset,Firearms,Total: Firearms,Not reported,11.0
*Total Other,Avon & Somerset,Other,Total: Other,Not reported,357.0
"Dog use, of which",Avon & Somerset,Other,Total: Dog,Not reported,5.0
Dog deployed,Avon & Somerset,Other,Dog: deployed,Not reported,:
Dog bite,Avon & Somerset,Other,Dog: bite,Not reported,:
Dog not stated,Avon & Somerset,,,Not reported,5.0
Other / improvised,Avon & Somerset,Other,Other / improvised,Not reported,352.0
*Total Not reported,Avon & Somerset,Not reported,Total: Not reported,Not reported,60.0
Tactical communication,Avon & Somerset,Excluded: Tactical Communication,Tactical Communication,Not reported,848.0
*Total Tactics,Bedfordshire,Total,Total: all,Not reported,104.0
*Total Restraint,Bedfordshire,Restraint,Total: Restraint,Not reported,49.0
"Handcuffing, of which",Bedfordshire,Restraint,Total: Handcuffing,Not reported,30.0
Compliant handcuffing,Bedfordshire,Restraint,Handcuffing: compliant,Not reported,14.0
Non-compliant handcuffing,Bedfordshire,Restraint,Handcuffing: non-compliant,Not reported,16.0
Handcuffing not stated,Bedfordshire,,,Not reported,0.0
Limb / Body restraints,Bedfordshire,Restraint,Limb / body restraints,Not reported,6.0
Ground restraint,Bedfordshire,Restraint,Ground restraint,Not reported,13.0
*Total Unarmed skills,Bedfordshire,Unarmed skills,Total: unarmed skills,Not reported,34.0
*Total Other equipment,Bedfordshire,Other equipment,Total: Other equipment,Not reported,10.0
"Baton, of which",Bedfordshire,Other equipment,Total: Baton,Not reported,4.0
Baton drawn,Bedfordshire,Other equipment,Baton: drawn,Not reported,2.0
Baton used,Bedfordshire,Other equipment,Baton: used,Not reported,2.0
Baton not stated,Bedfordshire,,,Not reported,0.0
"Irritant spray, of which",Bedfordshire,Other equipment,Total: Irritant spray,Not reported,4.0
Irritant spray - drawn,Bedfordshire,Other equipment,Irritant spray: drawn,Not reported,2.0
Irritant spray - used,Bedfordshire,Other equipment,Irritant spray: used,Not reported,2.0
Irritant spray not stated,Bedfordshire,,,Not reported,0.0
Spit and bite guard,Bedfordshire,Other equipment,Spit and bite guard,Not reported,2.0
Shield,Bedfordshire,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Bedfordshire,Less lethal weapons,Total: Less lethal weapons,Not reported,5.0
CED of which,Bedfordshire,,,Not reported,5.0
CED non-discharge,Bedfordshire,,,Not reported,1.0
CED discharge,Bedfordshire,,,Not reported,4.0
CED not stated,Bedfordshire,,,Not reported,0.0
"AEP, of which",Bedfordshire,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,Bedfordshire,,,Not reported,0.0
AEP used,Bedfordshire,,,Not reported,0.0
AEP not stated,Bedfordshire,,,Not reported,0.0
*Total Firearms,Bedfordshire,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Bedfordshire,Other,Total: Other,Not reported,6.0
"Dog use, of which",Bedfordshire,Other,Total: Dog,Not reported,0.0
Dog deployed,Bedfordshire,Other,Dog: deployed,Not reported,0.0
Dog bite,Bedfordshire,Other,Dog: bite,Not reported,0.0
Dog not stated,Bedfordshire,,,Not reported,0.0
Other / improvised,Bedfordshire,Other,Other / improvised,Not reported,6.0
*Total Not reported,Bedfordshire,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Bedfordshire,Excluded: Tactical Communication,Tactical Communication,Not reported,53.0
*Total Tactics,Cambridgeshire,Total,Total: all,Not reported,182.0
*Total Restraint,Cambridgeshire,Restraint,Total: Restraint,Not reported,82.0
"Handcuffing, of which",Cambridgeshire,Restraint,Total: Handcuffing,Not reported,58.0
Compliant handcuffing,Cambridgeshire,Restraint,Handcuffing: compliant,Not reported,34.0
Non-compliant handcuffing,Cambridgeshire,Restraint,Handcuffing: non-compliant,Not reported,24.0
Handcuffing not stated,Cambridgeshire,,,Not reported,0.0
Limb / Body restraints,Cambridgeshire,Restraint,Limb / body restraints,Not reported,9.0
Ground restraint,Cambridgeshire,Restraint,Ground restraint,Not reported,15.0
*Total Unarmed skills,Cambridgeshire,Unarmed skills,Total: unarmed skills,Not reported,63.0
*Total Other equipment,Cambridgeshire,Other equipment,Total: Other equipment,Not reported,18.0
"Baton, of which",Cambridgeshire,Other equipment,Total: Baton,Not reported,9.0
Baton drawn,Cambridgeshire,Other equipment,Baton: drawn,Not reported,7.0
Baton used,Cambridgeshire,Other equipment,Baton: used,Not reported,2.0
Baton not stated,Cambridgeshire,,,Not reported,0.0
"Irritant spray, of which",Cambridgeshire,Other equipment,Total: Irritant spray,Not reported,5.0
Irritant spray - drawn,Cambridgeshire,Other equipment,Irritant spray: drawn,Not reported,4.0
Irritant spray - used,Cambridgeshire,Other equipment,Irritant spray: used,Not reported,1.0
Irritant spray not stated,Cambridgeshire,,,Not reported,0.0
Spit and bite guard,Cambridgeshire,Other equipment,Spit and bite guard,Not reported,4.0
Shield,Cambridgeshire,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Cambridgeshire,Less lethal weapons,Total: Less lethal weapons,Not reported,5.0
CED of which,Cambridgeshire,,,Not reported,5.0
CED non-discharge,Cambridgeshire,,,Not reported,3.0
CED discharge,Cambridgeshire,,,Not reported,2.0
CED not stated,Cambridgeshire,,,Not reported,0.0
"AEP, of which",Cambridgeshire,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,Cambridgeshire,,,Not reported,0.0
AEP used,Cambridgeshire,,,Not reported,0.0
AEP not stated,Cambridgeshire,,,Not reported,0.0
*Total Firearms,Cambridgeshire,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Cambridgeshire,Other,Total: Other,Not reported,14.0
"Dog use, of which",Cambridgeshire,Other,Total: Dog,Not reported,0.0
Dog deployed,Cambridgeshire,Other,Dog: deployed,Not reported,0.0
Dog bite,Cambridgeshire,Other,Dog: bite,Not reported,0.0
Dog not stated,Cambridgeshire,,,Not reported,0.0
Other / improvised,Cambridgeshire,Other,Other / improvised,Not reported,14.0
*Total Not reported,Cambridgeshire,Not reported,Total: Not reported,Not reported,2.0
Tactical communication,Cambridgeshire,Excluded: Tactical Communication,Tactical Communication,Not reported,94.0
*Total Tactics,Cheshire,Total,Total: all,Not reported,0.0
*Total Restraint,Cheshire,Restraint,Total: Restraint,Not reported,0.0
"Handcuffing, of which",Cheshire,Restraint,Total: Handcuffing,Not reported,0.0
Compliant handcuffing,Cheshire,Restraint,Handcuffing: compliant,Not reported,0.0
Non-compliant handcuffing,Cheshire,Restraint,Handcuffing: non-compliant,Not reported,0.0
Handcuffing not stated,Cheshire,,,Not reported,0.0
Limb / Body restraints,Cheshire,Restraint,Limb / body restraints,Not reported,0.0
Ground restraint,Cheshire,Restraint,Ground restraint,Not reported,0.0
*Total Unarmed skills,Cheshire,Unarmed skills,Total: unarmed skills,Not reported,0.0
*Total Other equipment,Cheshire,Other equipment,Total: Other equipment,Not reported,0.0
"Baton, of which",Cheshire,Other equipment,Total: Baton,Not reported,0.0
Baton drawn,Cheshire,Other equipment,Baton: drawn,Not reported,0.0
Baton used,Cheshire,Other equipment,Baton: used,Not reported,0.0
Baton not stated,Cheshire,,,Not reported,0.0
"Irritant spray, of which",Cheshire,Other equipment,Total: Irritant spray,Not reported,0.0
Irritant spray - drawn,Cheshire,Other equipment,Irritant spray: drawn,Not reported,0.0
Irritant spray - used,Cheshire,Other equipment,Irritant spray: used,Not reported,0.0
Irritant spray not stated,Cheshire,,,Not reported,0.0
Spit and bite guard,Cheshire,Other equipment,Spit and bite guard,Not reported,0.0
Shield,Cheshire,Other equipment,Shield,Not reported,0.0
*Total Less lethal weapons,Cheshire,Less lethal weapons,Total: Less lethal weapons,Not reported,0.0
CED of which,Cheshire,,,Not reported,0.0
CED non-discharge,Cheshire,,,Not reported,0.0
CED discharge,Cheshire,,,Not reported,0.0
CED not stated,Cheshire,,,Not reported,0.0
"AEP, of which",Cheshire,Less lethal weapons,Total: AEP,Not reported,0.0
AEP drawn,Cheshire,,,Not reported,0.0
AEP used,Cheshire,,,Not reported,0.0
AEP not stated,Cheshire,,,Not reported,0.0
*Total Firearms,Cheshire,Firearms,Total: Firearms,Not reported,0.0
*Total Other,Cheshire,Other,Total: Other,Not reported,0.0
"Dog use, of which",Cheshire,Other,Total: Dog,Not reported,0.0
Dog deployed,Cheshire,Other,Dog: deployed,Not reported,0.0
Dog bite,Cheshire,Other,Dog: bite,Not reported,0.0
Dog not stated,Cheshire,,,Not reported,0.0
Other / improvised,Cheshire,Other,Other / improvised,Not reported,0.0
*Total Not reported,Cheshire,Not reported,Total: Not reported,Not reported,0.0
Tactical communication,Cheshire,Excluded: Tactical Communication,Tactical Communication,Not reported,0.0
*Total Tactics,City of London,Total,Total: all,Not reported,81.0
*Total Restraint,City of London,Restraint,Total: Restraint,Not reported,47.0
"Handcuffing, of which",City of London,Restraint,Total: Handcuffing,Not reported,42.0
Compliant handcuffing,City of London,Restraint,Handcuffing: compliant,Not reported,24.0
Non-compliant handcuffing,City of London,Restraint,Handcuffing: non-compliant,Not reported,18.0
Handcuffing not stated,City of London,,,Not reported,0.0
Limb / Body restraints,City of London,Restraint,Limb / body restraints,Not reported,2.0
